,params,algorithm,accuracy_train,f1_macro_train,f1_weighted_train,accuracy_test,f1_macro_test,f1_weighted_test
0,"{'RF__max_depth': 13, 'RF__max_features': 'sqrt', 'RF__max_leaf_nodes': 50, 'RF__n_estimators': 200}",RF,0.8357+-0.0032,0.7902+-0.0032,0.843+-0.003,0.8028+-0.0125,0.7563+-0.0149,0.8109+-0.0121
